Class_path,Hit_count,Method_name%,Method_modifiers,Method_signatures,Method_Name%
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testAddition(),testAddition
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testConstants(),testConstants
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testLinear(),testLinear
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testMath341(),testMath341
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testMultiplication(),testMultiplication
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testQuadratic(),testQuadratic
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testQuintic(),testQuintic
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testSerial(),testSerial
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testString(),testString
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testSubtraction(),testSubtraction
org\apache\commons\math4\analysis\polynomials\PolynomialFunctionTest,0,,[public],void testfirstDerivativeComparison(),testfirstDerivativeComparison
org\apache\commons\math4\analysis\polynomials\PolynomialSplineFunctionTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\polynomials\PolynomialSplineFunctionTest,0,,[protected],"int findKnot(double[],double)",findKnot
org\apache\commons\math4\analysis\polynomials\PolynomialSplineFunctionTest,0,,[public],void testConstructor(),testConstructor
org\apache\commons\math4\analysis\polynomials\PolynomialSplineFunctionTest,0,,[public],void testIsValidPoint(),testIsValidPoint
org\apache\commons\math4\analysis\polynomials\PolynomialSplineFunctionTest,0,,[public],void testValues(),testValues
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.polynomials.PolynomialsUtilsTest),<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$2,0,,[],void <init>(org.apache.commons.math4.analysis.polynomials.PolynomialsUtilsTest),<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$2,0,,[public],double value(double),value
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$3,0,,[],void <init>(org.apache.commons.math4.analysis.polynomials.PolynomialsUtilsTest),<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$3,0,,[public],double value(double),value
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$4,0,,[],void <init>(org.apache.commons.math4.analysis.polynomials.PolynomialsUtilsTest),<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$4,0,,[public],double value(double),value
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$5,0,,[],"void <init>(org.apache.commons.math4.analysis.polynomials.PolynomialsUtilsTest,int,int)",<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$5,0,,[public],double value(double),value
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$6,0,,[],"void <init>(org.apache.commons.math4.analysis.polynomials.PolynomialsUtilsTest,org.apache.commons.math4.analysis.UnivariateFunction,org.apache.commons.math4.analysis.polynomials.PolynomialFunction,org.apache.commons.math4.analysis.polynomials.PolynomialFunction)",<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest$6,0,,[public],double value(double),value
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[private],void checkNullPolynomial(org.apache.commons.math4.analysis.polynomials.PolynomialFunction),checkNullPolynomial
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[private],"void checkOrthogonality(org.apache.commons.math4.analysis.polynomials.PolynomialFunction,org.apache.commons.math4.analysis.polynomials.PolynomialFunction,org.apache.commons.math4.analysis.UnivariateFunction,double,double,double,double)",checkOrthogonality
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[private],"void checkPolynomial(org.apache.commons.math4.analysis.polynomials.PolynomialFunction,long,java.lang.String)",checkPolynomial
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[private],"void checkPolynomial(org.apache.commons.math4.analysis.polynomials.PolynomialFunction,java.lang.String)",checkPolynomial
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testChebyshevBounds(),testChebyshevBounds
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testChebyshevDifferentials(),testChebyshevDifferentials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testChebyshevOrthogonality(),testChebyshevOrthogonality
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testFirstChebyshevPolynomials(),testFirstChebyshevPolynomials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testFirstHermitePolynomials(),testFirstHermitePolynomials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testFirstLaguerrePolynomials(),testFirstLaguerrePolynomials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testFirstLegendrePolynomials(),testFirstLegendrePolynomials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testHermiteDifferentials(),testHermiteDifferentials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testHermiteOrthogonality(),testHermiteOrthogonality
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testHighDegreeLegendre(),testHighDegreeLegendre
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testJacobiEvaluationAt1(),testJacobiEvaluationAt1
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testJacobiLegendre(),testJacobiLegendre
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testJacobiOrthogonality(),testJacobiOrthogonality
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testLaguerreDifferentials(),testLaguerreDifferentials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testLaguerreOrthogonality(),testLaguerreOrthogonality
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testLegendreDifferentials(),testLegendreDifferentials
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testLegendreOrthogonality(),testLegendreOrthogonality
org\apache\commons\math4\analysis\polynomials\PolynomialsUtilsTest,0,,[public],void testShift(),testShift
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,"[protected, abstract]",int[] getQuinticEvalCounts(),getQuinticEvalCounts
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[private],"double getSolution(org.apache.commons.math4.analysis.solvers.UnivariateSolver,int,org.apache.commons.math4.analysis.UnivariateFunction,double,double,org.apache.commons.math4.analysis.solvers.AllowedSolution)",getSolution
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,"[protected, abstract]",org.apache.commons.math4.analysis.solvers.UnivariateSolver getSolver(),getSolver
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testBadEndpoints(),testBadEndpoints
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testQuinticZero(),testQuinticZero
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testRootEndpoints(),testRootEndpoints
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testSinZero(),testSinZero
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testSolutionAboveSide(),testSolutionAboveSide
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testSolutionBelowSide(),testSolutionBelowSide
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testSolutionLeftSide(),testSolutionLeftSide
org\apache\commons\math4\analysis\solvers\BaseSecantSolverAbstractTest,0,,[public],void testSolutionRightSide(),testSolutionRightSide
org\apache\commons\math4\analysis\solvers\BisectionSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\BisectionSolverTest,0,,[public],void testMath369(),testMath369
org\apache\commons\math4\analysis\solvers\BisectionSolverTest,0,,[public],void testQuinticZero(),testQuinticZero
org\apache\commons\math4\analysis\solvers\BisectionSolverTest,0,,[public],void testSinZero(),testSinZero
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$2,0,,[],"void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest,double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$2,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$3,0,,[],"void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest,double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$3,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$4,0,,[],"void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest,double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$4,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$5,0,,[],"void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest,double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$5,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$6,0,,[],"void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest,double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$6,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$7,0,,[],"void <init>(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest,double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$7,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$TestFunction,0,,[protected],"void <init>(double,double,double)",<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$TestFunction,0,,[public],double getMax(),getMax
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$TestFunction,0,,[public],double getMin(),getMin
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$TestFunction,0,,[public],double getRoot(),getRoot
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$TestFunction,0,,[public],double value(double),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest$TestFunction,0,,"[public, abstract]",org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[private],void compare(org.apache.commons.math4.analysis.solvers.BracketingNthOrderBrentSolverTest$TestFunction),compare
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[private],"void compare(org.apache.commons.math4.analysis.differentiation.UnivariateDifferentiableFunction,double,double,double)",compare
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[protected],int[] getQuinticEvalCounts(),getQuinticEvalCounts
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[protected],org.apache.commons.math4.analysis.solvers.UnivariateSolver getSolver(),getSolver
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testConstructorsOK(),testConstructorsOK
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testConvergenceOnFunctionAccuracy(),testConvergenceOnFunctionAccuracy
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testFasterThanNewton(),testFasterThanNewton
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testInsufficientOrder1(),testInsufficientOrder1
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testInsufficientOrder2(),testInsufficientOrder2
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testInsufficientOrder3(),testInsufficientOrder3
org\apache\commons\math4\analysis\solvers\BracketingNthOrderBrentSolverTest,0,,[public],void testIssue716(),testIssue716
org\apache\commons\math4\analysis\solvers\BrentSolverTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.BrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\BrentSolverTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void testBadEndpoints(),testBadEndpoints
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void testInitialGuess(),testInitialGuess
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void testMath832(),testMath832
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void testQuinticZero(),testQuinticZero
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void testRootEndpoints(),testRootEndpoints
org\apache\commons\math4\analysis\solvers\BrentSolverTest,0,,[public],void testSinZero(),testSinZero
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$1,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$2,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$2,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$3,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$3,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$4,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$4,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$5,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$5,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$6,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$6,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$7,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$7,0,,[public],org.apache.commons.math4.dfp.Dfp value(org.apache.commons.math4.dfp.Dfp),value
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest$8,0,,[static],void <clinit>(),<clinit>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[private],"void check(org.apache.commons.math4.analysis.RealFieldUnivariateFunction,int,double,double,org.apache.commons.math4.analysis.solvers.AllowedSolution)",check
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[public],void setUp(),setUp
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[public],void testConstructorOK(),testConstructorOK
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[public],void testConvergenceOnFunctionAccuracy(),testConvergenceOnFunctionAccuracy
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[public],void testInsufficientOrder3(),testInsufficientOrder3
org\apache\commons\math4\analysis\solvers\FieldBracketingNthOrderBrentSolverTest,0,,[public],void testNeta(),testNeta
org\apache\commons\math4\analysis\solvers\IllinoisSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\IllinoisSolverTest,0,,[protected],int[] getQuinticEvalCounts(),getQuinticEvalCounts
org\apache\commons\math4\analysis\solvers\IllinoisSolverTest,0,,[protected],org.apache.commons.math4.analysis.solvers.UnivariateSolver getSolver(),getSolver
org\apache\commons\math4\analysis\solvers\LaguerreSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\LaguerreSolverTest,0,,[public],void testLinearFunction(),testLinearFunction
org\apache\commons\math4\analysis\solvers\LaguerreSolverTest,0,,[public],void testParameters(),testParameters
org\apache\commons\math4\analysis\solvers\LaguerreSolverTest,0,,[public],void testQuadraticFunction(),testQuadraticFunction
org\apache\commons\math4\analysis\solvers\LaguerreSolverTest,0,,[public],void testQuinticFunction(),testQuinticFunction
org\apache\commons\math4\analysis\solvers\LaguerreSolverTest,0,,[public],void testQuinticFunction2(),testQuinticFunction2
org\apache\commons\math4\analysis\solvers\MullerSolver2Test,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\MullerSolver2Test,0,,[public],void testExpm1Function(),testExpm1Function
org\apache\commons\math4\analysis\solvers\MullerSolver2Test,0,,[public],void testParameters(),testParameters
org\apache\commons\math4\analysis\solvers\MullerSolver2Test,0,,[public],void testQuinticFunction(),testQuinticFunction
org\apache\commons\math4\analysis\solvers\MullerSolver2Test,0,,[public],void testSinFunction(),testSinFunction
org\apache\commons\math4\analysis\solvers\MullerSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\MullerSolverTest,0,,[public],void testExpm1Function(),testExpm1Function
org\apache\commons\math4\analysis\solvers\MullerSolverTest,0,,[public],void testParameters(),testParameters
org\apache\commons\math4\analysis\solvers\MullerSolverTest,0,,[public],void testQuinticFunction(),testQuinticFunction
org\apache\commons\math4\analysis\solvers\MullerSolverTest,0,,[public],void testSinFunction(),testSinFunction
org\apache\commons\math4\analysis\solvers\NewtonRaphsonSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\NewtonRaphsonSolverTest,0,,[public],void testQuinticZero(),testQuinticZero
org\apache\commons\math4\analysis\solvers\NewtonRaphsonSolverTest,0,,[public],void testSinZero(),testSinZero
org\apache\commons\math4\analysis\solvers\PegasusSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\PegasusSolverTest,0,,[protected],int[] getQuinticEvalCounts(),getQuinticEvalCounts
org\apache\commons\math4\analysis\solvers\PegasusSolverTest,0,,[protected],org.apache.commons.math4.analysis.solvers.UnivariateSolver getSolver(),getSolver
org\apache\commons\math4\analysis\solvers\RegulaFalsiSolverTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.RegulaFalsiSolverTest),<init>
org\apache\commons\math4\analysis\solvers\RegulaFalsiSolverTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\solvers\RegulaFalsiSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\RegulaFalsiSolverTest,0,,[protected],int[] getQuinticEvalCounts(),getQuinticEvalCounts
org\apache\commons\math4\analysis\solvers\RegulaFalsiSolverTest,0,,[protected],org.apache.commons.math4.analysis.solvers.UnivariateSolver getSolver(),getSolver
org\apache\commons\math4\analysis\solvers\RegulaFalsiSolverTest,0,,[public],void testIssue631(),testIssue631
org\apache\commons\math4\analysis\solvers\RiddersSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\RiddersSolverTest,0,,[public],void testExpm1Function(),testExpm1Function
org\apache\commons\math4\analysis\solvers\RiddersSolverTest,0,,[public],void testParameters(),testParameters
org\apache\commons\math4\analysis\solvers\RiddersSolverTest,0,,[public],void testQuinticFunction(),testQuinticFunction
org\apache\commons\math4\analysis\solvers\RiddersSolverTest,0,,[public],void testSinFunction(),testSinFunction
org\apache\commons\math4\analysis\solvers\SecantSolverTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\SecantSolverTest,0,,[protected],int[] getQuinticEvalCounts(),getQuinticEvalCounts
org\apache\commons\math4\analysis\solvers\SecantSolverTest,0,,[protected],org.apache.commons.math4.analysis.solvers.UnivariateSolver getSolver(),getSolver
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.UnivariateSolverUtilsTest),<init>
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest$2,0,,[],void <init>(org.apache.commons.math4.analysis.solvers.UnivariateSolverUtilsTest),<init>
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest$2,0,,[public],double value(double),value
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBadAdditive(),testBadAdditive
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBadEndpoints(),testBadEndpoints
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBadInitial(),testBadInitial
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBadMaximumIterations(),testBadMaximumIterations
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketCentered(),testBracketCentered
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketEndpointRoot(),testBracketEndpointRoot
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketExponential(),testBracketExponential
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketHigh(),testBracketHigh
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketLinear(),testBracketLinear
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketLoopConditionForB(),testBracketLoopConditionForB
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketLow(),testBracketLow
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testBracketSin(),testBracketSin
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testIterationExceeded(),testIterationExceeded
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testMisc(),testMisc
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testNullFunction(),testNullFunction
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveAccuracyNull(),testSolveAccuracyNull
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveAccuracySin(),testSolveAccuracySin
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveBadAccuracy(),testSolveBadAccuracy
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveBadEndpoints(),testSolveBadEndpoints
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveNoRoot(),testSolveNoRoot
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveNull(),testSolveNull
org\apache\commons\math4\analysis\solvers\UnivariateSolverUtilsTest,0,,[public],void testSolveSin(),testSolveSin
org\apache\commons\math4\complex\ComplexFieldTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\complex\ComplexFieldTest,0,,[public],void testOne(),testOne
org\apache\commons\math4\complex\ComplexFieldTest,0,,[public],void testSerial(),testSerial
org\apache\commons\math4\complex\ComplexFieldTest,0,,[public],void testZero(),testZero
org\apache\commons\math4\complex\ComplexFormatTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\complex\ComplexFormatTest,0,,[protected],char getDecimalCharacter(),getDecimalCharacter
org\apache\commons\math4\complex\ComplexFormatTest,0,,[protected],java.util.Locale getLocale(),getLocale
org\apache\commons\math4\complex\ComplexTest$TestComplex,0,,[public],"void <init>(double,double)",<init>
org\apache\commons\math4\complex\ComplexTest$TestComplex,0,,[public],void <init>(org.apache.commons.math4.complex.Complex),<init>
org\apache\commons\math4\complex\ComplexTest$TestComplex,0,,[protected],"org.apache.commons.math4.complex.ComplexTest$TestComplex createComplex(double,double)",createComplex
org\apache\commons\math4\complex\ComplexTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\complex\ComplexTest,0,,[public],void testAbs(),testAbs
org\apache\commons\math4\complex\ComplexTest,0,,[public],void testAbsInfinite(),testAbsInfinite
org\apache\commons\math4\complex\ComplexTest,0,,[public],void testAbsNaN(),testAbsNaN
org\apache\commons\math4\complex\ComplexTest,0,,[public],void testAcos(),testAcos
org\apache\commons\math4\complex\ComplexTest,0,,[public],void testAcosInf(),testAcosInf
